Molecule List,Molecule,Mean Best Retention Time,Stdev Best Retention Time,Cv Best Retention Time,Mean Total Area,Stdev Total Area,Cv Total Area,Precursor Mz,Precursor Adduct,9- Sum Total Area,11- Sum Total Area,13- Sum Total Area,15- Sum Total Area,18- Sum Total Area,20- Sum Total Area,22- Sum Total Area,24- Sum Total Area,26 Sum Total Area
MGDG,MGDG(18:3_18:3),12.89,0.01,0.10%,24618739,2572116,10.40%,797.51742,[M+Na],22513428,22263126,27480258,#N/A,23545670,#N/A,#N/A,#N/A,27291212
TG,TG(18:2_18:3_20:4),22.04,0.01,0.10%,53937270,5651922,10.50%,918.754517,[M+NH4],55538728,56357660,61873780,45965028,51437428,49894592,#N/A,49612716,60818228
PC,PC(14:1_16:1),14.34,0.02,0.10%,68362404,7240026,10.60%,702.506832,[M+H],69090640,56573676,75985256,72728456,58678320,73772488,67798864,76302800,64331132
PC,PC(32:1),14.92,0.02,0.10%,1071169544,113263396,10.60%,732.553782,[M+H],868467520,1067615872,994304960,#N/A,1117200640,1011390784,1163486592,1111574400,1235315584
PE,PE(16:1_17:1),14.34,0.02,0.10%,68362404,7240026,10.60%,702.506832,[M+H],69090640,56573676,75985256,72728456,58678320,73772488,67798864,76302800,64331132
DG,DG(O-5:0_14:2),4.17,0.01,0.30%,7871169,833514,10.60%,386.326485,[M+NH4],8094255,6748391,8308609,7454661,6664138,8800852,7649129,9090595,8029892
PE,PE(19:0_19:0),19.45,0.02,0.10%,21925973,2336244,10.70%,776.616382,[M+H],18731012,19325322,24104322,24966876,23698436,19327232,22437532,23407620,21335408
DG,DG(O-5:0_19:3),7.25,0.01,0.20%,17334966,1857801,10.70%,437.362536,[M+H],17398132,14940960,16422292,17643652,14883978,20191406,16594002,19635230,18305038
MG,MG(O-22:4),5.85,0.02,0.30%,10558110,1128923,10.70%,393.336321,[M+H],11884000,8679768,10312919,9497501,10378871,11629094,9951313,12030182,10659342
DG,DG(16:1_16:1),16.07,0.01,0.10%,116409942,12518521,10.80%,582.509201,[M+NH4],103376232,95642856,119530976,118595448,105489168,132802016,117677400,129718680,124856704
PEt,PEt(O-17:2_16:1),13.97,0.01,0.10%,33360620,3590589,10.80%,677.509197,[M+Li],29205268,29238344,38408488,30264288,33219788,35412412,32028838,38610360,33857792
PE,PE(O-5:0_13:1),3.83,0.02,0.60%,9666283,1055219,10.90%,480.308466,[M+H],9450053,8286437,10704736,10302336,10280934,11031384,#N/A,8663402,8610980
MG,MG(20:1),3.89,0.01,0.20%,32406141,3520525,10.90%,385.331236,[M+H],30948086,27733978,35063040,29992190,30107432,35143608,30147372,38973684,33545882
WE,WE(O-34:2),9.91,0.01,0.20%,6628015,722875,10.90%,527.479852,[M+Na],7020895,5736065,7184637,5980078,6436584,7521176,6076801,7643513,6052387
TG,TG(18:2_18:2_20:4),22.59,0.03,0.10%,33914916,3720065,11%,920.770167,[M+NH4],33607860,34622580,28912656,38238920,40478600,34550596,33501598,29777560,31543878
PG,PG(O-28:2_16:0),21.28,0.01,0.10%,203441426,22632665,11.10%,895.676243,[M+Na],203930192,198431872,161550944,188212560,192886576,225892240,210019952,240763968,209284528
TG,TG(8:0_16:0_18:1),21.77,0.03,0.10%,64774639,7190078,11.10%,738.660616,[M+NH4],50646912,66730536,63182120,72410528,64896808,66152252,74673480,57924728,66354384
TG,TG(16:0_16:1_16:2)+O:(s),20.39,0.02,0.10%,95629085,10661204,11.10%,834.718131,[M+NH4],84289000,83374600,99984480,87624760,87803736,110701656,98020680,111445016,97417840
PC,PC(18:1_18:1),16.64,0.18,1.10%,717873280,80755138,11.20%,808.582677,[M+Na],#N/A,#N/A,#N/A,#N/A,718317440,#N/A,656930112,664397504,831848064
TG,TG(9:0_21:6)+O:(s),4.25,0.02,0.50%,57127665,6378121,11.20%,581.344875,[M+Na],46352364,48725872,59818516,56697188,54669460,64437512,57290020,63778964,62379088
DG,DG(16:1_18:2),16.35,0.02,0.10%,35104555,3939045,11.20%,608.524851,[M+NH4],34492184,28904876,35745160,37738464,31759536,39523916,34126536,41318064,32332256
MePC,MePC(37:2),10.26,0.01,0.10%,56567580,6329406,11.20%,815.639857,[M+H],52642332,46171204,54310432,54411912,52190544,59162252,60970680,62159320,67089540
Cer,Cer(d18:0_19:1)+O:(s),17,0.02,0.10%,16665330,1868979,11.20%,596.561236,[M+H],16069736,15455384,15666808,15407760,19099430,14639816,15970122,20177908,17501010
PG,PG(15:1_23:2),11.53,0.01,0.10%,35883158,4046327,11.30%,818.590562,[M+NH4],33766876,30421734,37271104,36219700,29995874,41684056,37385340,40768724,35435012
WE,WE(O-26:3),5.57,0.02,0.30%,13032677,1488747,11.40%,408.383606,[M+NH4],13671064,11767700,12610705,11703441,12233866,14598036,#N/A,15732429,11944177
LPE,LPE(30:0),15.58,0.02,0.10%,94129217,10845544,11.50%,650.511917,[M+H],98639712,93744088,110675616,87734088,90667248,74703344,89315496,108024880,93658480
PE,PE(18:4_15:0),14.14,0.01,0.10%,46373685,5368687,11.60%,698.475531,[M+H],48396448,39784716,52226264,43619460,46532752,51621704,49008728,49610232,36562864
MGDG,MGDG(18:2_18:3),14.04,0.02,0.20%,13035462,1515831,11.60%,794.577675,[M+NH4],12358147,10532514,12278315,12923567,13106988,13584163,14242607,15995857,12296996
TG,TG(P-18:3_23:7),15.26,0.02,0.10%,254727733,29819970,11.70%,690.509201,[M+NH4],227510224,236341120,267546160,240923312,217276992,269298016,261799456,318086464,253767856
DG,DG(16:0_20:1),19.78,0.02,0.10%,17662610,2073658,11.70%,640.587451,[M+NH4],17757030,14028645,16337638,20533966,18637306,17307550,15696257,19909426,18755676
PC,PC(37:0),19.15,0.02,0.10%,6681273,790715,11.80%,804.647682,[M+H],7667805,7293594,5404751,7264243,5670443,6751463,6035528,7087622,6956013
DG,DG(O-20:2),5.17,0.01,0.20%,21609404,2548560,11.80%,383.315586,[M+H],20025246,17925556,23008948,20015984,19400934,24574442,21545668,25774168,22213692
PE,PE(O-16:1_16:1),14.8,0.01,0.10%,115384396,13754683,11.90%,674.511917,[M+H],94957472,107387456,114815192,102726432,112427992,119124608,117501064,127912784,141606560
DG,DG(O-7:0_15:2),7.48,0.02,0.20%,16249462,1937497,11.90%,428.373436,[M+NH4],15997005,13951883,18255656,14176277,14302267,17247884,16276617,19649042,16388528
DG,DG(P-22:7_15:1),17.65,0.02,0.10%,16719701,1989033,11.90%,624.498636,[M+NH4],17109778,11954062,15967725,17446252,17841576,17203628,16705839,19186028,17062422
Cer,Cer(d17:0_20:3),17.78,0.01,0.10%,11297980,1347618,11.90%,576.535021,[M+H],10524717,9302687,10035397,11256345,12928940,12687306,13152996,10908039,10885395
PC,PC(18:0_18:1),17.77,0.01,0.10%,1218178503,145936569,12%,788.616382,[M+H],1004513024,1241368960,1067391232,1348416256,1251364608,1069231104,1364025600,1200105216,1417190528
TG,TG(20:2_16:0),19.2,0.01,0.10%,29824041,3669804,12.30%,652.551066,[M+NH4],24760778,30434000,25695700,31618118,31515888,26626984,33730340,28589026,35445532
TG,TG(O-12:1_6:0_18:1),18.65,0.01,0.10%,167287044,20695914,12.40%,638.571801,[M+NH4],147169232,161163456,180857664,150861376,149760320,195125616,154966336,202997024,162682368
DG,DG(18:1_18:1),18.65,0.01,0.10%,167287044,20695914,12.40%,638.571801,[M+NH4],147169232,161163456,180857664,150861376,149760320,195125616,154966336,202997024,162682368
MG,MG(O-25:6),9.26,0.02,0.20%,9521589,1180424,12.40%,431.351972,[M+H],9954891,7457589,10821016,9086517,9332682,8397052,9114734,11128271,10401552
TG,TG(26:4_6:0_18:3),20.93,0.01,0.10%,40798840,5151360,12.60%,838.691916,[M+NH4],42441028,37851952,48364892,37638056,33690716,45125484,38511116,47133800,36432520
PI,PI(22:0_24:0),21.24,0.02,0.10%,10802218,1357471,12.60%,1024.778756,[M+NH4],10033915,10418698,12203972,9384388,11111702,12404003,8936842,12639683,10086763
TG,TG(12:0_14:0_18:0),23.3,0.01,0.10%,194170729,24732877,12.70%,768.707566,[M+NH4],177552720,187477536,174313024,229485408,180724288,177418640,209820656,173955536,236788752
TG,TG(P-4:0_16:0_12:0),13.65,0.02,0.20%,40181956,5146191,12.80%,567.498301,[M+H],35630656,32881228,40332980,37388272,36438460,44887964,42132236,49363320,42582484
TG,TG(58:16_28:8)+OO:(s),8.66,0.01,0.10%,3287308,421871,12.80%,1323.952547,[M+H],2790098,2705143,2904088,3587054,3299239,3160130,3647265,3616789,3875964
TG,TG(9:0_16:0)+O:(s),7.5,0.01,0.20%,243752443,31560980,12.90%,523.360525,[M+Na],225958896,194065072,250342000,220356624,219871776,272884256,248844064,295108160,266341136
TG,TG(8:0_12:0_16:0),19.77,0.06,0.30%,182387497,23464906,12.90%,656.582366,[M+NH4],171380512,169849216,179495248,168843024,167487408,184045920,178375120,178944704,243066320
DG,DG(16:1_18:4),16.06,0.01,0.10%,185669867,23864936,12.90%,587.467001,[M+H],181838768,139666576,178958288,191147552,182607360,165134352,204835136,215836432,211004336
PC,PC(36:5),13.03,0.01,0.10%,77489113,10086988,13%,780.553782,[M+H],72176176,67997688,58054156,80068184,75834056,83834696,85921432,83196384,90319248
PG,PG(16:0_18:1),15.43,0.01,0.10%,235431881,30592630,13%,766.559262,[M+NH4],229697328,192210288,254626368,225746368,194346080,263118608,235334176,287082272,236725440
PC,PC(19:1_18:1),17.34,0.03,0.20%,454981067,59611680,13.10%,800.616382,[M+H],448343584,398965920,#N/A,#N/A,517633696,#N/A,#N/A,#N/A,#N/A
PC,PC(40:8),13.59,0.02,0.20%,28792460,3775596,13.10%,830.569432,[M+H],23525622,29594604,24030424,32124080,30562432,25868576,32020582,27350372,34055444
PE,PE(33:3),15.57,0.02,0.10%,8674844,1137377,13.10%,700.491181,[M+H],6885450,8505838,10001420,9812950,6876450,8490332,9142725,8995557,9362874
TG,TG(16:0_3:0_4:0),3.68,0.02,0.60%,26954297,3534714,13.10%,474.378915,[M+NH4],27736158,23156046,27054998,21681762,28870770,31993566,23293494,28246568,30555314
LPC,LPC(27:7),10.1,0.02,0.20%,4115879,541572,13.20%,636.402366,[M+H],3473110,3554418,4197708,3761101,3939905,4054964,4157667,5111338,4792697
DGDG,DGDG(18:2_18:3),13,0.01,0.10%,15286467,2021252,13.20%,961.585893,[M+Na],14836484,12598676,16536948,13413077,13393405,18495740,15063816,17780680,15459380
MGDG,MGDG(18:0_20:0),19.19,0.01,0.10%,8110838,1078099,13.30%,832.687225,[M+NH4],6942134,6967247,9321766,9046351,6524142,8563494,7733506,8872778,9026120
TG,TG(9:0_18:0)+O:(s),9.95,0.01,0.10%,19151869,2559756,13.40%,551.391825,[M+Na],17379762,15328699,19356680,18350848,16537067,21868442,19917436,23395382,20232504
CerPE,CerPE(d17:0_21:2),16.67,0.02,0.10%,12471968,1665372,13.40%,715.574852,[M+H],12856094,9847263,14178618,10996291,12508980,13895483,10451017,14325438,13188527
Cer,Cer(d19:0_16:0),18.33,0.03,0.20%,10109428,1350570,13.40%,554.550671,[M+H],9759274,9932498,11209701,7733004,11627922,10866086,9886879,11504847,8464638
PC,PC(O-13:0_16:0),11.28,0.02,0.20%,26782909,3612890,13.50%,700.525162,[M+Na],23360322,21791204,28887516,25264972,23843882,31400076,26382228,32236300,27879682
TG,TG(7:0_18:1_18:1)+O:(s),19.53,0.03,0.10%,27249733,3692016,13.50%,766.655531,[M+NH4],23567682,24269570,30619992,25978920,22828336,29772080,29718224,33348690,25144102
MG,MG(O-20:2),6.22,0.01,0.20%,11588478,1569804,13.50%,369.336321,[M+H],10779005,9046124,11910852,10789399,10328000,13271067,11316733,13972904,12882217
DG,DG(P-29:7),9.12,0.02,0.20%,3047859,415991,13.60%,514.389086,[M+NH4],3056104,2592142,3219599,3204093,2199107,3270531,3012195,3590687,3286278
MG,MG(P-29:8),9.7,0.01,0.20%,28262531,3833414,13.60%,481.367622,[M+H],29999914,24473644,30667034,26244630,22827736,30646422,28065450,35356096,26081852
PE,PE(15:0_15:0),14.39,0.01,0.10%,50071519,6877546,13.70%,664.491181,[M+H],52657336,43300992,42542640,#N/A,53542108,58314520,#N/A,#N/A,#N/A
TG,TG(18:2_16:0)+O:(s),11.87,0.02,0.20%,9069387,1241058,13.70%,645.470075,[M+Na],9373116,8019839,8987336,7928049,9698028,11529633,7806773,10080589,8201123
LPC,LPC(16:0),3.14,0.01,0.30%,49055175,6704196,13.70%,496.339766,[M+H],41429500,57357336,38253992,52553436,51774972,42646732,52092216,49578452,55809940
MGDG,MGDG(16:3_18:3),11.3,0.01,0.10%,3976725,543590,13.70%,764.530724,[M+NH4],3460973,3086324,3989108,3739821,3602248,4236046,4658207,4581413,4436383
PA,PA(17:1_15:0),14.39,0.01,0.10%,50071519,6877546,13.70%,664.491182,[M+NH4],52657336,43300992,42542640,#N/A,53542108,58314520,#N/A,#N/A,#N/A
PC,PC(33:4),14.52,0.02,0.20%,15348388,2114030,13.80%,740.522482,[M+H],16387561,14794615,11218687,13152668,14500747,17384158,17424384,16619381,16653292
TG,TG(9:0_16:1_18:1)+O:(s),19.2,0.02,0.10%,11073714,1523897,13.80%,766.655531,[M+NH4],11459214,8855718,11223445,10222760,9108141,12166103,11482699,13806696,11338653
Cer,Cer(d17:0_17:0)+2O:(s),14.81,0.01,0.10%,77736679,10891157,14%,572.524851,[M+H],69926944,56817120,72952336,73489352,89754712,77034776,85587496,83163360,90904016
DG,DG(16:0_17:0),16.4,0.02,0.10%,12713425,1787870,14.10%,600.556151,[M+NH4],13534354,12215916,13423095,#N/A,9554815,15650198,11785546,13632278,11911195
SM,SM(d44:7),16.74,0.03,0.20%,17952003,2534100,14.10%,831.637452,[M+H],17276640,24090556,16514152,19007094,18659868,16780272,15703608,16367107,17168730
MGDG,MGDG(18:2_18:2),15.07,0.02,0.10%,13389866,1903075,14.20%,801.54872,[M+Na],14126660,9009002,13903512,12951710,12732836,15396612,13414338,15465818,13508302
TG,TG(18:0_16:0_18:2)+O:(s),21.81,0.03,0.10%,27064539,3864436,14.30%,892.796382,[M+NH4],24928500,18090326,31849012,28179588,26989212,27401504,28238584,29850440,28053684
PI,PI(34:1),14.85,0.02,0.10%,29309443,4197717,14.30%,854.575306,[M+NH4],25391492,28021552,20865354,29432086,32864154,32996016,32047846,28571116,33595368
LPC,LPC(17:0),3.49,0.02,0.60%,12445785,1787791,14.40%,510.355416,[M+H],12048799,9974439,12816991,12403876,9717894,12826417,12540875,14627237,15055540
PI,PI(18:1_18:1),15.27,0.01,0.10%,22875703,3314763,14.50%,880.590956,[M+NH4],22663414,15007410,22106356,23020190,23368376,24533406,22820798,25683816,26677564
PE,PE(14:0_16:1),13.68,0.02,0.10%,148842059,21711725,14.60%,662.475531,[M+H],106307144,132362848,164713040,144194528,132985112,168692512,159801968,172749856,157771520
DG,DG(O-27:7),8.08,0.02,0.20%,6754125,996044,14.70%,488.373436,[M+NH4],6994885,5595928,7431921,5859792,5694421,8109289,6247291,8187356,6666241
Cer,Cer(d16:1_15:0),16.05,0.01,0.10%,14025096,2066681,14.70%,496.472421,[M+H],12959224,13029397,12673125,14127630,12862761,19275524,13705550,14530743,13061913
PC,PC(O-34:1),17.3,0.02,0.10%,128792319,19114004,14.80%,746.605817,[M+H],119745256,127338320,139862544,122290056,120452512,98762352,124916424,169114352,136649056
TG,TG(P-14:2_4:0_18:3),14.86,0.01,0.10%,60363103,8919726,14.80%,630.509201,[M+NH4],60822000,46691564,68282344,54812868,50262932,68513536,58302104,73824944,61755632
DG,DG(O-15:1_24:0),20.63,0.02,0.10%,19233569,2881829,15%,668.655137,[M+NH4],24028592,19768566,21019418,17367900,19610366,18938774,19195002,13251379,19922120
TG,TG(10:0_16:0)+O:(s),7.24,0.02,0.20%,11463121,1735939,15.10%,537.376175,[M+Na],11880753,9677257,9574777,13980133,11205440,12146354,13477558,12163081,9062736
TG,TG(16:0_17:1_18:1),24.41,0.04,0.20%,89225384,13489690,15.10%,862.785817,[M+NH4],113470264,88784936,64496052,90707992,94622968,78267088,92513568,83281064,96884520
BisMePA,BisMePA(33:4),15.57,0.02,0.10%,8858515,1338131,15.10%,700.491182,[M+NH4],6885450,8505838,10001420,9812950,6876450,8490332,10795760,8995557,9362874
PE,PE(O-33:1),16.52,0.03,0.20%,25147369,3810151,15.20%,690.543217,[M+H],24878608,29169776,21568656,20480020,28434992,28573042,29604276,22351864,21265084
TG,TG(28:3_4:0)+OO:(s),8.15,0.01,0.20%,3852425,586858,15.20%,631.41804,[M+Na],3650365,3585940,4500381,3551502,2943656,4608516,3754013,4611588,3465867
DG,DG(37:8),15.4,0.01,0.10%,18785790,2853539,15.20%,640.493551,[M+NH4],18253652,13735247,22007532,17230990,15725455,21359888,18762084,21618204,20379062
MG,MG(O-21:4),4.75,0.01,0.20%,12078186,1831966,15.20%,379.320671,[M+H],8635389,10174658,13787709,12067674,11354886,12741493,12840022,14684173,12417666
PC,PC(17:1_15:0),14.91,0.02,0.10%,1028481330,157404357,15.30%,732.553782,[M+H],959975808,733904256,868313600,1124406656,985119296,1074235776,1163486592,1111574400,1235315584
PE,PE(28:0),12.73,0.01,0.10%,7896246,1204180,15.30%,636.459881,[M+H],5901994,7239262,9077231,7355872,6903489,8315006,8554207,9873270,7845884
TG,TG(16:1_16:1_16:2)+O:(s),19.47,0.02,0.10%,40650829,6204429,15.30%,832.702481,[M+NH4],35766452,34470472,53269036,35152428,39598224,43919904,37231004,46364360,40085580
PA,PA(18:2_14:0),13.68,0.02,0.10%,150456640,22963011,15.30%,662.475532,[M+NH4],106307144,132362848,164713040,144194528,132985112,168692512,159801968,172749856,172302752
BisMePA,BisMePA(28:1),12.73,0.01,0.10%,7896246,1204180,15.30%,636.459882,[M+NH4],5901994,7239262,9077231,7355872,6903489,8315006,8554207,9873270,7845884
MG,MG(P-28:8),8.84,0.01,0.20%,16766288,2576852,15.40%,467.351972,[M+H],16844358,12294525,17644514,15159366,14619779,21363926,17557616,18607932,16804576
TG,TG(O-5:0_10:0_18:2),11.79,0.01,0.10%,325570096,50799815,15.60%,579.498301,[M+H],293219264,246447280,342834656,302531200,274167584,378909312,333670368,403763328,354587872
DG,DG(O-17:1_24:0),21.6,0.02,0.10%,10522089,1656652,15.70%,696.686437,[M+NH4],12181201,12187765,7097611,12394921,10668936,9951366,10076808,9723594,10416599
DG,DG(O-22:7_18:0),19,0.02,0.10%,4935232,780728,15.80%,670.576887,[M+NH4],4871866,5005489,4718438,4716465,4636922,3434894,5447352,6384123,5201540
TG,TG(8:0_10:0_15:0),11.78,0.01,0.10%,56370473,8963726,15.90%,614.535416,[M+NH4],52807600,44167900,63034024,51247832,46524484,66471984,54516636,70721768,57842032
PEt,PEt(24:5_17:0),17.55,0.02,0.10%,30427754,4836534,15.90%,793.574183,[M+H],36848452,26228448,27931494,25831062,28211774,38872548,29463000,33672664,26790346
PA,PA(16:0_18:2),15.26,0.01,0.10%,271352027,43171304,15.90%,690.506832,[M+NH4],259409232,234828560,267931040,243156864,233659568,276981056,261292128,289992576,374917216
PC,PC(36:4),14.16,0.01,0.10%,594175452,94954927,16%,782.569432,[M+H],470793280,629154688,492805856,661289600,641117120,507115712,677701376,531319328,736282112
PC,PC(O-37:7),15.34,0.02,0.20%,21082304,3390286,16.10%,776.558867,[M+H],20472918,19410162,13732957,24426498,24330834,19052904,22789612,23184590,22340260
PE,PE(13:0_16:0),13.63,0.03,0.20%,18892678,3043490,16.10%,650.475531,[M+H],19232622,20065846,17042874,20600706,12040606,18032804,21287366,19274772,22456502
TG,TG(22:2_3:0_18:1)+OO:(s),16.96,0.01,0.10%,38931842,6263656,16.10%,780.634795,[M+NH4],41395484,28388510,30856470,39693720,36436852,41745156,41633404,49171652,41065332
DG,DG(16:2_15:0),14.46,0.01,0.10%,26978140,4347967,16.10%,568.493551,[M+NH4],25828910,20607370,26777356,24981184,21878996,30199362,30776342,34348100,27405638
DG,DG(O-24:1),8.03,0.01,0.10%,26297772,4295848,16.30%,441.393836,[M+H],26386828,20247396,26564734,26255558,21518100,27724216,29121038,34837556,24024520
MG,MG(24:1),8.03,0.01,0.10%,26297772,4295848,16.30%,441.393836,[M+H],26386828,20247396,26564734,26255558,21518100,27724216,29121038,34837556,24024520
PC,PC(18:2_18:2),14.16,0.01,0.10%,582934130,95676738,16.40%,782.569432,[M+H],473400960,572715328,475681632,630116928,606763136,497423904,694570240,551363840,744371200
PC,PC(33:3),1.86,0.01,0.50%,20152779,3299613,16.40%,742.538132,[M+H],22708726,14862784,20427088,20127198,15632145,21223326,21424560,25520414,19448766
PE,PE(P-15:0_15:0),15.35,0.03,0.20%,19647816,3225217,16.40%,648.496267,[M+H],16334783,17050012,22434372,19199734,14184781,22484450,20344532,23815316,20982368
PI,PI(O-35:2),15.06,0.02,0.10%,23071166,3818854,16.60%,852.596041,[M+NH4],14823869,20628088,25762822,24477526,23748796,27008556,26969510,22587796,21633532
BisMePA,BisMePA(14:0_20:5),14.67,0.02,0.20%,43543410,7210105,16.60%,712.491182,[M+NH4],49912476,51978580,34507948,36951892,46331304,39809036,42565548,53652880,36181028
PI,PI(21:0_3:0),2.27,0.02,0.70%,23312018,3882538,16.70%,716.434455,[M+NH4],14263176,23266172,21783742,24895844,24946732,22884126,26328458,23449010,27990902
TG,TG(10:0_16:0),8.89,0,0%,11868418,2004169,16.90%,521.38126,[M+Na],10601382,8598458,12515498,10705470,10429165,14590610,11529586,14038679,13806911
DGDG,DGDG(18:3_18:3),11.81,0.01,0.10%,22262524,3755966,16.90%,959.570243,[M+Na],24585288,18221222,24127940,19358596,19138704,27512984,19373894,27720472,20323614
TG,TG(16:0_16:1_16:3)+O:(s),21.31,0.03,0.10%,7645120,1299769,17%,837.657876,[M+Na],8170790,8466684,4495747,7133527,7853671,7559604,8246512,9034831,7844715
Cer,Cer(d17:0_20:0),18.56,0.02,0.10%,13705938,2345069,17.10%,582.581972,[M+H],13937693,13940318,13657061,15416869,8526247,12310727,14844252,17005154,13715119
PC,PC(35:5),16.66,0.02,0.10%,46781395,8055584,17.20%,766.538132,[M+H],49816500,34754260,49496388,54177244,46014168,32236374,55476628,49119744,49941248
PC,PC(18:0_15:1),16.63,0.02,0.10%,72174834,12491894,17.30%,746.569432,[M+H],89448320,55124180,69342176,73574144,72171736,69142248,69873208,57936348,92961144
DG,DG(18:1_20:1),19.73,0.02,0.10%,8148004,1421242,17.40%,666.603101,[M+NH4],7381469,6459297,7442653,7716954,6415923,9173882,9649861,10499916,8592084
PI,PI(O-33:2),13.43,0.03,0.20%,10050895,1744127,17.40%,824.564741,[M+NH4],11276007,9945357,7507067,10922359,11889619,7017449,9559210,11532306,10808678
DG,DG(O-13:1_19:2),15.2,0.01,0.10%,21510407,3767796,17.50%,566.514286,[M+NH4],14076558,23035212,18363772,26451656,24824728,22951402,19855690,23653278,20381370
WE,WE(O-18:0_18:2),17.44,0.01,0.10%,9601607,1681588,17.50%,555.511152,[M+Na],10067987,8553571,10309924,9957863,9862711,11809878,10192705,#N/A,6058216
TG,TG(19:1_17:2_17:2),21.27,0.03,0.10%,22616914,3996998,17.70%,884.770167,[M+NH4],24334854,22531856,25767992,23092184,14842569,25132028,#N/A,#N/A,#N/A
TG,TG(28:5_30:8),20.61,0.03,0.10%,3566768,633032,17.70%,938.723217,[M+NH4],3773081,3622321,2610177,3877219,2370024,4214071,3923816,3898613,3811590
DGDG,DGDG(18:2_18:2),14.13,0.02,0.10%,16769760,2964658,17.70%,963.601543,[M+Na],18179002,11214534,12788860,16716461,16565387,19270124,17220678,19910404,19062386
TG,TG(16:0_16:0_18:2)+O:(s),21.98,0.02,0.10%,27073974,4824430,17.80%,864.765081,[M+NH4],24329744,31395728,25990792,21372096,20924962,33375176,23580276,31201130,31495862
PC,PC(O-24:8_16:0),14.81,0.01,0.10%,13847012,2480229,17.90%,838.572112,[M+Na],11200800,13955949,8866138,14252158,16705097,16661542,14819480,13881780,14280160
TG,TG(28:1)+OO:(s),6.9,0.03,0.40%,4250560,759518,17.90%,574.431345,[M+NH4],3382690,3633643,4563793,3586586,3835782,5058815,3809578,5465477,4918678
DG,DG(O-20:3),3.2,0.02,0.60%,8602569,1537265,17.90%,381.299936,[M+H],8639213,7253197,8825399,11547606,7206292,6729107,7870198,9503035,9849071
TG,TG(21:3_21:1)+O:(s),20.43,0.02,0.10%,11573136,2092862,18.10%,753.563976,[M+Na],9652591,12187174,8218127,13132501,13151627,13974474,13665881,10432881,9742969
TG,TG(17:2_4:0_4:0),2.91,0.02,0.60%,8026268,1453520,18.10%,498.378915,[M+NH4],7694119,7974945,9506496,8209193,6137516,8365553,6071585,10250738,#N/A
PE,PE(34:4),14.67,0.02,0.20%,45554697,8295406,18.20%,712.491181,[M+H],49912476,51978580,34507948,36951892,46331304,39809036,42565548,61387488,46548000
PA,PA(36:5),14.67,0.02,0.20%,45554697,8295406,18.20%,712.491182,[M+NH4],49912476,51978580,34507948,36951892,46331304,39809036,42565548,61387488,46548000
TG,TG(7:0_18:1_18:1)+OO:(s),18.86,0.02,0.10%,12623233,2303968,18.30%,782.650446,[M+NH4],11500694,7765884,14459957,13809083,10563669,13191397,13061529,14498062,14758819
PC,PC(18:1_19:1),17.29,0.01,0.10%,2534015104,468365030,18.50%,800.616382,[M+H],3259769600,2139835776,2316298496,2222691840,2135682304,2502542080,3385845504,2516652544,2326817792
Cer,Cer(t18:1_24:0),20.17,0.03,0.10%,9917105,1845568,18.60%,666.639486,[M+H],11154583,9354752,13189750,6301199,10082119,10604835,9104952,9290865,10170892
MePC,MePC(37:8),8.27,0.01,0.10%,2400902,448093,18.70%,803.545957,[M+H],1981775,1915909,1921328,2970607,2035164,2377474,2840232,2678361,2887270
TG,TG(35:2_16:0),24.45,0.01,0%,14881030,2815490,18.90%,862.785817,[M+NH4],#N/A,#N/A,#N/A,#N/A,12890178,#N/A,#N/A,#N/A,16871882
TG,TG(16:0_3:0_3:0),3.41,0.02,0.70%,5068497,963339,19%,460.363265,[M+NH4],5164413,3189453,5384084,5470861,4663134,5651026,4156354,5391198,6545953
DG,DG(16:0_6:0),6.67,0.01,0.20%,25889678,4938306,19.10%,451.339396,[M+Na],24583964,21124194,25719474,21835282,21542782,28890272,25084214,37022348,27204568
DG,DG(6:0_23:2),12.02,0.03,0.30%,7542713,1441569,19.10%,540.462251,[M+NH4],7119282,5601392,8941303,4891375,8195810,9004688,7543619,8300832,8286118
LPC,LPC(O-30:0),16.31,0.04,0.20%,47663028,9169818,19.20%,678.579603,[M+H],50292532,31118764,53152828,47088752,46947588,53523464,34982612,59754160,52106552
PG,PG(16:0_17:0),15.61,0.02,0.10%,14136966,2726374,19.30%,754.559262,[M+NH4],13953545,9893137,10645342,13980681,17863944,12977247,15505113,17535268,14878421
DGDG,DGDG(18:3_20:4),12.66,0.02,0.20%,4852761,934405,19.30%,985.585893,[M+Na],2763918,4756938,5021284,5492764,4620121,4364464,5639366,5058285,5957711
